idx,filename,subclass,intervals,question
1979,191822.mp3,Washing Machine,[3.68-4.76],Identify the time periods containing occurrences of the event 'washing machine'.
1980,191825.mp3,Grinding,[0.00-20.68],What time segments include the sound 'grinding'?
1981,191872.mp3,Atmospheric Sounds,[0.02-23.88],During which intervals can the 'atmospheric sounds' sound be heard?
1982,191872.mp3,Car driving by,"[9.28-10.83, 22.49-23.74]",List all time intervals during which the 'car driving by' sound appears.
1983,191872.mp3,Footsteps,[1.14-22.39],In which ranges does sound type 'footsteps' occur?
1984,191872.mp3,Traffic Noise,"[0.39-5.76, 13.21-20.13]",During which time periods is the 'traffic noise' sound audible?
1985,191891.mp3,Clapping,[4.00-18.08],In which ranges does the 'clapping' sound occur?
1986,191944.mp3,Human Speech,"[0.00-1.42, 2.69-4.88, 6.71-7.98, 14.23-16.16, 16.97-18.66, 19.67-21.63]",Provide all time ranges where the sound 'human speech' is present.
1987,191944.mp3,Shouting,"[5.75-6.72, 9.39-12.60, 13.23-14.20]",Give all intervals that contain the sound 'shouting'.
1988,192141.mp3,Thunder,[0.02-22.36],In which ranges does the audio event 'thunder' occur?
1989,192149.mp3,Water Dripping,[0.00-29.34],Show the time intervals in which sound type 'water dripping' is active.
1990,192186.mp3,Dog Barking,[0.24-13.23],What are the time periods when sound type 'dog barking' takes place?
1991,1922.mp3,Clapping,[0.00-15.20],What time intervals does the event 'clapping' occur in?
1992,192231.mp3,Atmospheric Sounds,"[4.80-5.29, 17.73-17.88, 25.48-26.00]",During which time periods is sound type 'atmospheric sounds' audible?
1993,192231.mp3,Bird Chirp,[17.89-18.48],What time ranges correspond to occurrences of the event 'bird chirp'?
1994,192231.mp3,Human Speech,[21.78-22.21],Identify the time periods containing occurrences of the 'human speech' sound.
1995,192231.mp3,Rattling,[20.59-22.95],In which time segments does sound type 'rattling' happen?
1996,192231.mp3,Rustling,"[10.42-11.96, 16.69-17.73]",During which time periods is the event 'rustling' audible?
1997,192231.mp3,Screaming,[7.85-8.37],Provide all time ranges where sound type 'screaming' is present.
1998,192231.mp3,Sewing Machine,"[0.04-2.20, 3.01-7.85, 8.37-10.43, 11.96-16.68, 18.47-20.59, 22.96-25.49, 26.90-29.37]",List every time segment where the audio event 'sewing machine' is present.
1999,192231.mp3,Thud,"[2.16-3.05, 26.00-26.89]",List all time intervals during which the sound 'thud' appears.
2000,192236.mp3,Dog Barking,[3.32-23.66],What time ranges correspond to occurrences of the sound 'dog barking'?
2001,192239.mp3,Dog Barking,"[2.51-3.62, 4.28-5.03, 8.89-10.06, 11.37-12.08, 14.90-18.61, 19.66-20.53]",Specify the time ranges in which the audio event 'dog barking' is detected.
2002,1924.mp3,Clapping,[0.21-15.38],Identify every interval in which the 'clapping' sound takes place.
2003,192417.mp3,Beeping,[1.43-2.33],Identify all time segments where sound type 'beeping' takes place.
2004,192417.mp3,Breathing,"[4.93-5.63, 9.27-9.91, 13.76-14.27, 21.83-22.40]",In which time segments does the sound 'breathing' happen?
2005,192417.mp3,Distant Sounds,"[0.02-1.35, 2.98-4.85, 9.89-12.91, 14.67-18.53, 20.14-21.64, 22.56-25.30, 25.97-28.98]",Provide all time ranges where the 'distant sounds' sound is present.
2006,192417.mp3,Human Speech,"[5.91-6.88, 7.51-9.25]",In which time segments does the audio event 'human speech' happen?
2007,1925.mp3,Clapping,[0.00-18.23],Show the time intervals in which the audio event 'clapping' is active.
2008,192553.mp3,Stream_River,[0.00-22.32],Provide the time segments in which the 'stream_river' sound occurs.
2009,192677.mp3,Monotone Sounds,[0.00-28.31],In which ranges does the sound 'monotone sounds' occur?
2010,19278.mp3,Cat Meowing,[7.37-8.32],Identify every interval in which sound type 'cat meowing' takes place.
2011,19278.mp3,White noise,[0.02-17.98],Show the time intervals in which the sound 'white noise' is active.
2012,192863.mp3,Machine sounds,"[0.00-3.43, 5.73-9.48, 11.93-16.24, 20.15-27.32]",Provide the time segments in which the 'machine sounds' sound occurs.
2013,192863.mp3,Thud,[9.51-11.89],What time intervals does the event 'thud' occur in?
2014,19330.mp3,Machine sounds,"[0.00-0.76, 4.18-14.22]",Provide the time segments in which the 'machine sounds' sound occurs.
2015,19330.mp3,Sneezing,[1.44-2.30],Give all intervals that contain sound type 'sneezing'.
2016,193405.mp3,Thunder,[0.00-17.81],During which intervals can the audio event 'thunder' be heard?
2017,193409.mp3,Raining,[0.00-20.52],Identify all time segments where the event 'raining' takes place.
2018,193409.mp3,Thunder,[0.00-18.00],In which time segments does the sound 'thunder' happen?
2019,193721.mp3,Bell Ringing,[0.00-24.04],What time ranges correspond to occurrences of the 'bell ringing' sound?
2020,193778.mp3,Singing,[0.09-15.62],What time ranges correspond to occurrences of the event 'singing'?
2021,193938.mp3,Breathing,"[4.13-4.77, 9.93-10.19, 14.98-15.92]",List every time segment where the 'breathing' sound is present.
2022,193938.mp3,Human Speech,"[0.00-4.13, 4.77-15.00, 15.92-19.01]",What time ranges contain occurrences of the event 'human speech'?
2023,194364.mp3,Thunder,[0.00-26.14],Provide all time ranges where the 'thunder' sound is present.
2024,194680.mp3,Vacuum Cleaner,"[1.35-3.71, 5.93-7.77, 9.43-9.75, 11.45-12.55, 13.41-15.00, 15.97-16.42, 17.31-25.62]",Provide the time segments in which the 'vacuum cleaner' sound occurs.
2025,194707.mp3,Power Drill,[0.00-22.66],What time ranges correspond to occurrences of the audio event 'power drill'?
2026,194850.mp3,Cat Meowing,[0.00-26.43],List every time segment where sound type 'cat meowing' is present.
2027,195051.mp3,Airplane engine,[0.00-29.08],Identify the time periods containing occurrences of sound type 'airplane engine'.
2028,195051.mp3,Insect Buzzing,[0.00-29.08],Identify all time segments where the 'insect buzzing' sound takes place.
2029,195089.mp3,Singing,"[0.01-2.28, 5.64-7.83, 11.27-13.55, 16.55-17.90, 19.90-21.27]",During which time periods is the event 'singing' audible?
2030,19511.mp3,Grinding,"[0.31-8.20, 9.01-25.62]",Provide the time segments in which sound type 'grinding' occurs.
2031,195290.mp3,Bird Chirp,[25.99-26.59],List all time periods where the 'bird chirp' sound can be heard.
2032,195290.mp3,Waves,[0.00-29.72],List all time intervals during which the event 'waves' appears.
2033,195292.mp3,Water Dripping,"[3.83-8.12, 13.32-19.04, 23.10-24.67]",List all time periods where the 'water dripping' sound can be heard.
2034,195292.mp3,Waves,"[0.03-3.98, 8.13-13.29, 19.44-23.68]",Give all intervals that contain sound type 'waves'.
2035,195294.mp3,Waves,[0.00-17.28],During which time periods is the audio event 'waves' audible?
2036,195383.mp3,Bird Chirp,[0.00-17.14],What time ranges contain occurrences of the 'bird chirp' sound?
2037,195383.mp3,Metallic Sounds,[0.00-17.14],Provide the time segments in which the audio event 'metallic sounds' occurs.
2038,195389.mp3,Ship_Boat sound,"[0.23-4.86, 6.82-10.57, 12.33-20.20]",Show the time intervals in which the 'ship_boat sound' sound is active.
2039,195389.mp3,Vehicle Horn Honk,"[1.43-2.81, 8.27-8.60, 13.52-19.51]",What time segments include the sound 'vehicle horn honk'?
2040,195455.mp3,Train sound,[0.00-10.14],Identify every interval in which the 'train sound' sound takes place.
2041,195455.mp3,Vehicle engine,[0.00-4.74],List all time periods where the audio event 'vehicle engine' can be heard.
2042,195459.mp3,Distant Sounds,[7.61-13.05],Identify all time segments where the 'distant sounds' sound takes place.
2043,195459.mp3,Human Speech,"[3.86-7.00, 13.09-20.04]",Identify the time periods containing occurrences of sound type 'human speech'.
2044,195459.mp3,Laughter,"[0.00-0.82, 18.89-20.04]",Show the time intervals in which the 'laughter' sound is active.
2045,195459.mp3,Metallic Sounds,"[0.83-2.85, 7.02-7.47]",Specify the time ranges in which the event 'metallic sounds' is detected.
2046,195459.mp3,Snoring,[2.99-3.57],What are the time periods when sound type 'snoring' takes place?
2047,195503.mp3,Distant Sounds,[1.52-22.71],In which time segments does the audio event 'distant sounds' happen?
2048,195503.mp3,Thunder,[0.00-1.55],Specify the time ranges in which the sound 'thunder' is detected.
2049,195529.mp3,Thunder,"[0.02-2.10, 3.62-15.88]",What time intervals does sound type 'thunder' occur in?
2050,195660.mp3,Alarm sound,[0.00-19.20],In which time segments does the 'alarm sound' sound happen?
2051,195660.mp3,Beeping,[0.00-19.20],Provide the time segments in which the sound 'beeping' occurs.
2052,195709.mp3,Insect Buzzing,[0.00-29.01],What time segments include sound type 'insect buzzing'?
2053,195709.mp3,Raining,[5.30-7.95],Give all intervals that contain the audio event 'raining'.
2054,195710.mp3,Dog Barking,[17.26-17.95],What are the time periods when the event 'dog barking' takes place?
2055,195710.mp3,Fire burning,[0.12-0.56],List every time segment where the sound 'fire burning' is present.
2056,195710.mp3,Metallic Sounds,"[7.63-9.61, 10.17-16.28, 17.12-19.24]",Provide all time ranges where the event 'metallic sounds' is present.
2057,195710.mp3,Raining,[0.59-5.23],Specify the time ranges in which the 'raining' sound is detected.
2058,195710.mp3,Wind,[23.74-28.14],List all time intervals during which the audio event 'wind' appears.
2059,195777.mp3,Alarm sound,[0.00-28.98],List every time segment where the sound 'alarm sound' is present.
2060,195828.mp3,Bird Chirp,"[0.89-6.91, 15.14-24.62]",Show the time intervals in which the 'bird chirp' sound is active.
2061,195828.mp3,Dog Barking,[6.91-11.90],What time ranges contain occurrences of the event 'dog barking'?
2062,195828.mp3,Human Speech,[0.00-24.62],In which ranges does the event 'human speech' occur?
2063,195862.mp3,Traffic Noise,[0.08-25.20],What time segments include the 'traffic noise' sound?
2064,195863.mp3,Distant Sounds,[0.01-16.92],Specify the time ranges in which the sound 'distant sounds' is detected.
2065,195864.mp3,Bird Chirp,"[0.00-20.22, 22.30-29.54]",Identify the time periods containing occurrences of the event 'bird chirp'.
2066,195864.mp3,Human Speech,[0.00-29.54],In which ranges does the event 'human speech' occur?
2067,195864.mp3,Thud,[4.89-5.33],Show the time intervals in which the audio event 'thud' is active.
2068,195878.mp3,Waves,[0.00-19.62],During which time periods is the event 'waves' audible?
2069,195930.mp3,Violin Playing,[0.00-19.32],What time ranges correspond to occurrences of sound type 'violin playing'?
2070,196030.mp3,Raining,[0.00-29.01],Provide the time segments in which the 'raining' sound occurs.
2071,196030.mp3,Thunder,"[3.06-13.60, 23.08-29.01]",Provide the time segments in which the 'thunder' sound occurs.
2072,196030.mp3,Wind,[0.00-29.01],Specify the time ranges in which the audio event 'wind' is detected.
2073,196085.mp3,Laughter,"[0.00-11.72, 12.32-13.14]",Give all intervals that contain the event 'laughter'.
2074,196273.mp3,Car driving by,[17.91-21.64],Identify all time segments where the audio event 'car driving by' takes place.
2075,196273.mp3,Raining,[0.00-22.85],Identify all time segments where the sound 'raining' takes place.
2076,196553.mp3,Raining,[0.00-16.11],Specify the time ranges in which the event 'raining' is detected.
2077,196553.mp3,Thunder,[12.80-14.94],What time intervals does sound type 'thunder' occur in?
2078,196556.mp3,Piano Playing,"[0.00-2.08, 2.94-5.06, 6.69-8.20, 8.95-13.31]",Identify all time segments where the audio event 'piano playing' takes place.
2079,196593.mp3,Announcement,[17.98-19.24],During which intervals can the sound 'announcement' be heard?
2080,196593.mp3,Laughter,[0.05-18.00],What time ranges contain occurrences of the sound 'laughter'?
2081,196972.mp3,Human Speech,[0.00-27.94],Identify all time segments where the event 'human speech' takes place.
2082,197104.mp3,Bird Chirp,"[0.00-10.70, 23.00-26.04]",During which intervals can the audio event 'bird chirp' be heard?
2083,197104.mp3,Car driving by,[10.76-20.63],List every time segment where the event 'car driving by' is present.
2084,197110.mp3,Human Speech,[2.25-3.49],During which time periods is the 'human speech' sound audible?
2085,197110.mp3,Monotone Sounds,[0.06-26.96],Identify every interval in which the event 'monotone sounds' takes place.
2086,197112.mp3,Clapping,[0.04-24.14],Provide all time ranges where the audio event 'clapping' is present.
2087,197112.mp3,Drums,[0.04-24.14],Show the time intervals in which sound type 'drums' is active.
2088,197113.mp3,Violin Playing,[0.00-26.38],Provide the time segments in which sound type 'violin playing' occurs.
2089,197115.mp3,Drums,[2.44-25.11],What time segments include the audio event 'drums'?
2090,197115.mp3,Monotone Sounds,[0.00-25.11],List every time segment where sound type 'monotone sounds' is present.
2091,197144.mp3,Singing,[0.02-17.79],In which ranges does the sound 'singing' occur?
2092,197213.mp3,Bird Chirp,[0.00-25.45],Identify the time periods containing occurrences of the sound 'bird chirp'.
2093,197213.mp3,Car driving by,[14.24-21.00],In which ranges does the 'car driving by' sound occur?
2094,197213.mp3,Raining,[0.00-29.52],What time ranges correspond to occurrences of sound type 'raining'?
2095,197213.mp3,Siren,[0.00-29.52],Identify the time periods containing occurrences of the 'siren' sound.
2096,197251.mp3,Announcement,[7.32-19.94],What time ranges correspond to occurrences of the sound 'announcement'?
2097,197251.mp3,Wind,[0.00-19.94],Specify the time ranges in which the audio event 'wind' is detected.
2098,197252.mp3,Airplane sound,[5.95-14.31],During which time periods is the audio event 'airplane sound' audible?
2099,197252.mp3,Car driving by,"[0.00-4.87, 14.90-25.61]",What time ranges contain occurrences of sound type 'car driving by'?
2100,197252.mp3,Insect Buzzing,[3.02-16.66],In which ranges does the event 'insect buzzing' occur?
2101,197254.mp3,Insect Buzzing,[0.00-24.07],Give all intervals that contain sound type 'insect buzzing'.
2102,197321.mp3,Bird Chirp,[7.50-9.50],What time ranges correspond to occurrences of sound type 'bird chirp'?
2103,197321.mp3,Distant Sounds,[17.37-23.34],List all time periods where the 'distant sounds' sound can be heard.
2104,197321.mp3,Grinding,[0.04-13.28],Specify the time ranges in which the audio event 'grinding' is detected.
2105,197321.mp3,Monotone Sounds,[0.04-4.78],List all time periods where sound type 'monotone sounds' can be heard.
2106,197321.mp3,Singing,"[4.82-7.52, 9.52-13.28, 17.37-23.34]",In which time segments does the audio event 'singing' happen?
2107,197321.mp3,Vehicle Horn Honk,[13.26-17.43],Give all intervals that contain sound type 'vehicle horn honk'.
2108,197359.mp3,Violin Playing,[0.00-25.15],Give all intervals that contain the sound 'violin playing'.
2109,197445.mp3,Bell Ringing,[0.00-26.77],What time intervals does the event 'bell ringing' occur in?
2110,197705.mp3,Atmospheric Sounds,[0.00-18.39],What time intervals does the 'atmospheric sounds' sound occur in?
2111,197705.mp3,Stream_River,[0.00-18.32],Identify the time periods containing occurrences of the sound 'stream_river'.
2112,197705.mp3,Water Dripping,[0.00-18.39],Specify the time ranges in which the audio event 'water dripping' is detected.
2113,197714.mp3,Waves,[0.14-20.57],In which ranges does the 'waves' sound occur?
2114,197728.mp3,Coughing,"[0.10-5.35, 12.97-13.30]",During which intervals can the event 'coughing' be heard?
2115,197728.mp3,Human Speech,"[6.63-7.36, 8.27-8.59, 9.64-10.28, 11.21-11.70, 14.26-14.74, 15.79-16.54, 17.54-18.14]",Provide all time ranges where the audio event 'human speech' is present.
2116,197856.mp3,Atmospheric Sounds,[0.00-29.70],In which ranges does the event 'atmospheric sounds' occur?
2117,197856.mp3,Monotone Sounds,[0.00-29.70],Identify every interval in which the sound 'monotone sounds' takes place.
2118,198090.mp3,Clapping,[0.35-7.71],What time ranges contain occurrences of the sound 'clapping'?
2119,198090.mp3,Coughing,[16.64-18.16],In which time segments does the event 'coughing' happen?
2120,198090.mp3,Human Speech,[8.50-20.24],What time segments include the sound 'human speech'?
2121,198284.mp3,Distant Sounds,[7.80-9.22],Give all intervals that contain the audio event 'distant sounds'.
2122,198284.mp3,Human Speech,[4.13-7.67],Identify every interval in which the 'human speech' sound takes place.
2123,198284.mp3,Shouting,[1.91-3.92],Provide the time segments in which the event 'shouting' occurs.
2124,198321.mp3,Raining,[0.00-24.42],List all time periods where the event 'raining' can be heard.
2125,198324.mp3,Raining,[0.00-20.45],What time ranges contain occurrences of the event 'raining'?
2126,198324.mp3,White noise,[0.00-20.45],What time ranges correspond to occurrences of the sound 'white noise'?
2127,198477.mp3,Distant Sounds,[0.00-29.93],In which ranges does the audio event 'distant sounds' occur?
2128,198489.mp3,Drums,[0.00-23.15],Identify all time segments where sound type 'drums' takes place.
2129,198489.mp3,Monotone Sounds,[0.00-23.15],Identify the time periods containing occurrences of sound type 'monotone sounds'.
2130,198490.mp3,Drums,[0.00-16.68],Identify all time segments where sound type 'drums' takes place.
2131,198491.mp3,Drums,[0.00-20.15],Give all intervals that contain the sound 'drums'.
2132,198491.mp3,Singing,[0.00-20.15],Identify every interval in which sound type 'singing' takes place.
2133,198613.mp3,Lawn Mower,"[0.00-6.17, 9.87-26.17]",List all time intervals during which the sound 'lawn mower' appears.
2134,19872.mp3,Vacuum Cleaner,"[2.07-2.94, 5.06-5.90]",In which ranges does sound type 'vacuum cleaner' occur?
2135,198769.mp3,Atmospheric Sounds,[0.00-17.11],Provide the time segments in which the sound 'atmospheric sounds' occurs.
2136,19879.mp3,Bell Ringing,[0.00-24.56],Identify all time segments where the audio event 'bell ringing' takes place.
2137,19879.mp3,Wind,"[0.00-1.63, 12.40-14.03, 16.17-18.41]",List all time intervals during which the event 'wind' appears.
2138,198861.mp3,Car door sound,"[0.05-1.15, 3.56-3.87]",What time intervals does the audio event 'car door sound' occur in?
2139,198861.mp3,Car driving by,[5.68-17.65],Provide the time segments in which the event 'car driving by' occurs.
2140,198861.mp3,Door sounds,"[0.84-0.99, 3.44-3.90]",During which time periods is the audio event 'door sounds' audible?
2141,198861.mp3,Footsteps,[1.62-3.57],Identify the time periods containing occurrences of the event 'footsteps'.
2142,198861.mp3,Vehicle engine,[4.73-17.47],Identify all time segments where the 'vehicle engine' sound takes place.
2143,198993.mp3,Coughing,[10.07-10.49],What time segments include the audio event 'coughing'?
2144,198993.mp3,Distant Sounds,[4.41-6.83],Identify every interval in which the sound 'distant sounds' takes place.
2145,198993.mp3,Footsteps,[0.35-2.04],What time ranges correspond to occurrences of the sound 'footsteps'?
2146,198993.mp3,Human Speech,"[1.40-2.12, 10.35-11.54, 13.56-14.57]",Identify every interval in which the 'human speech' sound takes place.
2147,198993.mp3,Laughter,"[2.92-4.21, 6.83-9.87, 11.56-13.26, 16.63-23.13]",What time segments include the 'laughter' sound?
2148,198993.mp3,Stream_River,"[2.01-8.26, 14.46-17.09]",In which time segments does the 'stream_river' sound happen?
2149,199261.mp3,Dog Barking,"[0.28-1.83, 2.76-4.07, 4.94-5.58, 6.09-6.29, 7.33-7.94, 9.81-11.18, 12.16-12.38]",What time intervals does the sound 'dog barking' occur in?
2150,19934.mp3,Alarm sound,[0.00-23.08],What time ranges contain occurrences of the sound 'alarm sound'?
2151,199438.mp3,Atmospheric Sounds,[0.00-28.12],Provide all time ranges where sound type 'atmospheric sounds' is present.
2152,199836.mp3,Water Dripping,[0.02-20.24],What time ranges contain occurrences of sound type 'water dripping'?
2153,199918.mp3,Bell Ringing,"[0.95-12.77, 14.28-21.99]",What are the time periods when sound type 'bell ringing' takes place?
2154,199918.mp3,Wind,[0.00-21.99],During which time periods is the 'wind' sound audible?
2155,199926.mp3,Raining,[0.00-27.77],What are the time periods when the sound 'raining' takes place?
2156,199926.mp3,Thunder,[9.11-27.77],What are the time periods when the sound 'thunder' takes place?
2157,20008.mp3,Distant Sounds,[0.01-15.45],What are the time periods when the event 'distant sounds' takes place?
2158,20008.mp3,Stream_River,[13.76-15.43],Identify the time periods containing occurrences of the event 'stream_river'.
2159,200272.mp3,Raining,[0.00-19.20],What time ranges correspond to occurrences of the sound 'raining'?
2160,200272.mp3,Thunder,[1.04-8.10],Give all intervals that contain the sound 'thunder'.
2161,200280.mp3,Atmospheric Sounds,[3.93-6.70],What time ranges correspond to occurrences of the 'atmospheric sounds' sound?
2162,200280.mp3,Vacuum Cleaner,[0.03-20.99],Give all intervals that contain the sound 'vacuum cleaner'.
2163,200428.mp3,Breathing,"[9.37-10.71, 13.97-14.47]",List every time segment where sound type 'breathing' is present.
2164,200428.mp3,Crying,"[0.35-4.15, 4.99-5.72, 10.95-12.80, 17.08-22.71]",What time segments include sound type 'crying'?
2165,200804.mp3,Atmospheric Sounds,[0.00-29.49],Specify the time ranges in which the 'atmospheric sounds' sound is detected.
2166,200804.mp3,Helicopter sound,[6.14-29.49],What are the time periods when the 'helicopter sound' sound takes place?
2167,201190.mp3,Car driving by,[3.41-9.47],Provide all time ranges where the audio event 'car driving by' is present.
2168,201190.mp3,Distant Sounds,[0.00-26.57],Identify every interval in which the event 'distant sounds' takes place.
2169,201190.mp3,Shouting,"[0.00-1.32, 10.23-11.34, 13.04-26.57]",In which time segments does sound type 'shouting' happen?
2170,201240.mp3,Atmospheric Sounds,[0.00-16.29],What time ranges correspond to occurrences of the 'atmospheric sounds' sound?
2171,201240.mp3,Clicking,[1.24-1.48],What time intervals does the audio event 'clicking' occur in?
2172,201240.mp3,Distant Sounds,[0.00-16.29],What time segments include the 'distant sounds' sound?
2173,201240.mp3,Metallic Sounds,[4.49-4.67],Identify all time segments where the event 'metallic sounds' takes place.
2174,201246.mp3,Clapping,"[0.00-0.82, 1.36-2.17, 2.69-3.51, 4.08-6.25, 6.78-7.58, 8.14-8.95, 9.49-10.32, 10.84-22.56, 23.12-23.35, 24.45-25.28, 25.84-26.04, 27.14-27.99]",Specify the time ranges in which sound type 'clapping' is detected.
2175,20126.mp3,Insect Buzzing,[0.00-23.89],During which time periods is the audio event 'insect buzzing' audible?
2176,201311.mp3,Human Speech,[0.00-24.25],Provide the time segments in which the audio event 'human speech' occurs.
2177,201899.mp3,Alarm sound,"[2.51-3.05, 4.45-5.25, 6.42-7.22]",What time segments include sound type 'alarm sound'?
2178,201899.mp3,Distant Sounds,[19.69-22.39],Show the time intervals in which the event 'distant sounds' is active.
2179,201899.mp3,Hammer,[2.51-7.54],Identify all time segments where the event 'hammer' takes place.
2180,201899.mp3,Machine sounds,[8.17-19.08],Identify every interval in which the audio event 'machine sounds' takes place.
2181,201899.mp3,Thud,[19.11-19.66],List all time periods where the 'thud' sound can be heard.
2182,202090.mp3,Raining,[0.00-19.23],Identify all time segments where the 'raining' sound takes place.
2183,202519.mp3,Thunder,"[0.00-7.53, 8.53-13.61, 15.01-18.04]",Provide the time segments in which sound type 'thunder' occurs.
2184,202519.mp3,Wind,"[0.00-7.67, 8.36-13.94, 14.88-18.04]",List all time intervals during which the 'wind' sound appears.
2185,202566.mp3,Atmospheric Sounds,[15.11-16.42],Provide all time ranges where the audio event 'atmospheric sounds' is present.
2186,202566.mp3,Bird Chirp,"[0.00-15.15, 16.39-18.34]",Identify every interval in which the sound 'bird chirp' takes place.
2187,202636.mp3,Raining,[0.00-26.10],What time ranges contain occurrences of sound type 'raining'?
2188,202638.mp3,Alarm sound,[16.21-16.93],In which ranges does the event 'alarm sound' occur?
2189,202638.mp3,Dog Barking,[5.46-8.82],Specify the time ranges in which the audio event 'dog barking' is detected.
2190,202638.mp3,Raining,[0.00-17.30],Identify all time segments where the sound 'raining' takes place.
2191,202638.mp3,Thud,"[0.43-4.54, 9.39-14.23]",What time intervals does the 'thud' sound occur in?
2192,202639.mp3,Distant Sounds,[0.00-26.81],Identify the time periods containing occurrences of the audio event 'distant sounds'.
2193,202752.mp3,Metallic Sounds,[13.96-16.84],Identify every interval in which the sound 'metallic sounds' takes place.
2194,202752.mp3,Power Drill,[13.96-16.84],Identify every interval in which the 'power drill' sound takes place.
2195,202752.mp3,Shouting,[0.00-0.39],List all time intervals during which the audio event 'shouting' appears.
2196,202961.mp3,Atmospheric Sounds,[0.02-19.45],List all time intervals during which the 'atmospheric sounds' sound appears.
2197,203072.mp3,Alarm sound,"[0.00-1.88, 23.76-25.44]",List all time intervals during which the event 'alarm sound' appears.
2198,203072.mp3,Atmospheric Sounds,[0.07-25.44],Identify the time periods containing occurrences of the audio event 'atmospheric sounds'.
2199,203163.mp3,Stream_River,[0.00-28.94],Show the time intervals in which the sound 'stream_river' is active.
2200,203234.mp3,Raining,[0.00-29.85],In which time segments does the sound 'raining' happen?
2201,203333.mp3,Bird Chirp,"[0.40-0.86, 18.75-19.51, 20.54-21.00]",In which ranges does sound type 'bird chirp' occur?
2202,203333.mp3,Wind,[0.01-21.00],What are the time periods when the 'wind' sound takes place?
2203,203907.mp3,Human Speech,[0.09-27.09],Identify all time segments where the 'human speech' sound takes place.
2204,203913.mp3,Siren,[0.01-16.54],What time ranges contain occurrences of sound type 'siren'?
2205,204294.mp3,Wind,[0.00-22.14],Provide all time ranges where the event 'wind' is present.
2206,204340.mp3,Raining,[0.00-25.01],List all time intervals during which the event 'raining' appears.
2207,204340.mp3,Thunder,[1.11-9.36],Provide all time ranges where sound type 'thunder' is present.
2208,204348.mp3,Fire burning,[0.00-15.64],During which intervals can the event 'fire burning' be heard?
2209,204360.mp3,Bell Ringing,"[0.12-15.97, 17.08-26.87]",Specify the time ranges in which the audio event 'bell ringing' is detected.
2210,204360.mp3,Button Press,[15.70-16.99],Provide all time ranges where the event 'button press' is present.
2211,204365.mp3,Car Honking,"[0.00-7.83, 9.63-13.94]",Provide all time ranges where the sound 'car honking' is present.
2212,204365.mp3,Saxophone,[15.40-22.00],List all time intervals during which sound type 'saxophone' appears.
2213,204365.mp3,Screaming,[16.56-17.25],What time ranges contain occurrences of the audio event 'screaming'?
2214,204365.mp3,Vehicle Horn Honk,"[8.59-9.25, 9.89-10.58]",Give all intervals that contain sound type 'vehicle horn honk'.
2215,204365.mp3,Vehicle engine,"[3.50-3.96, 7.68-9.54]",During which time periods is the sound 'vehicle engine' audible?
2216,204741.mp3,Bell Ringing,[0.09-25.78],Give all intervals that contain the sound 'bell ringing'.
2217,204741.mp3,Bird Chirp,[0.00-25.76],Specify the time ranges in which sound type 'bird chirp' is detected.
2218,204773.mp3,Dog Barking,"[0.00-1.56, 2.27-2.88, 3.62-4.42, 5.10-5.65, 6.28-7.06, 7.77-8.70, 9.59-12.45, 13.51-14.14, 14.78-15.48, 16.25-17.12, 17.74-19.07, 19.69-22.12, 22.96-25.05]",In which time segments does the sound 'dog barking' happen?
2219,204822.mp3,Guitar Playing,[0.03-17.62],Show the time intervals in which the 'guitar playing' sound is active.
2220,204823.mp3,Bell Ringing,[0.00-19.01],Specify the time ranges in which the audio event 'bell ringing' is detected.
2221,204845.mp3,Wind,[0.00-17.14],What time ranges correspond to occurrences of sound type 'wind'?
2222,204899.mp3,Bell Ringing,[0.01-17.67],What time ranges contain occurrences of the audio event 'bell ringing'?
2223,204923.mp3,Singing,[0.00-16.24],List all time intervals during which the audio event 'singing' appears.
2224,20545.mp3,Snoring,"[0.00-3.57, 7.39-29.54]",Show the time intervals in which sound type 'snoring' is active.
2225,205581.mp3,Airplane engine,[0.01-15.32],Identify the time periods containing occurrences of the audio event 'airplane engine'.
2226,205625.mp3,Metallic Sounds,[0.00-17.53],In which ranges does the 'metallic sounds' sound occur?
2227,205625.mp3,Ringing,[17.51-28.25],What time ranges correspond to occurrences of the event 'ringing'?
2228,205696.mp3,Siren,"[0.02-3.58, 8.31-16.37]",What time ranges contain occurrences of the audio event 'siren'?
2229,205730.mp3,Grinding,[0.01-17.93],In which time segments does the sound 'grinding' happen?
2230,20578.mp3,Bird Chirp,"[0.00-1.49, 13.12-17.53]",What are the time periods when the event 'bird chirp' takes place?
2231,20578.mp3,Rattling,[1.54-13.13],Identify every interval in which the event 'rattling' takes place.
2232,205951.mp3,Alarm sound,[0.00-18.55],Provide all time ranges where the event 'alarm sound' is present.
2233,205970.mp3,Human Speech,"[0.07-1.94, 3.43-6.86, 9.83-11.98, 13.38-15.31, 16.37-19.92, 23.03-24.53, 25.68-26.46]",What time intervals does the sound 'human speech' occur in?
2234,206505.mp3,Bird Chirp,[15.40-25.51],Provide the time segments in which the audio event 'bird chirp' occurs.
2235,206505.mp3,Car driving by,[25.42-27.51],What time segments include the event 'car driving by'?
2236,206505.mp3,Human Speech,[0.00-27.51],List all time periods where the 'human speech' sound can be heard.
2237,206505.mp3,Laughter,"[10.64-11.61, 15.92-17.77]",List all time intervals during which the event 'laughter' appears.
