filename,question,A,B,C,D,correct_label
62632.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Screaming,Saxophone,Raining,A
82797.mp3,Which sound event starts earliest in the given audio?,Car driving by,Human Speech,Violin Playing,Fire Alarm,B
358975.mp3,Which sound event starts earliest in the given audio?,Fire burning,Saxophone,Breathing,Car Honking,C
233263.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Monotone Sounds,Drums,Human Speech,D
511747.mp3,Which sound event starts earliest in the given audio?,Lawn Mower,Fire burning,Camera Shutter,Explosion,A
132385.mp3,Which sound event starts earliest in the given audio?,Guitar Playing,Fan,Fire burning,Sewing Machine,B
113331.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Wind,Machine sounds,Atmospheric Sounds,C
77232.mp3,Which sound event starts earliest in the given audio?,Explosion,White noise,Atmospheric Sounds,Bird Chirp,D
31447.mp3,Which sound event starts earliest in the given audio?,Airplane sound,Camera Shutter,Announcement,Grinding,A
376787.mp3,Which sound event starts earliest in the given audio?,Fire Alarm,Vehicle engine,Clock Ticking,Thunder,B
126005.mp3,Which sound event starts earliest in the given audio?,Piano Playing,Security Alarm,Thunder,Distant Sounds,C
348297.mp3,Which sound event starts earliest in the given audio?,Wind,Sheep_Goat Bleat,Laughter,Atmospheric Sounds,D
202566.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Atmospheric Sounds,Breathing,Piano Playing,A
375283.mp3,Which sound event starts earliest in the given audio?,Siren,Monotone Sounds,Guitar Playing,Thunder,B
345335.mp3,Which sound event starts earliest in the given audio?,Guitar Playing,Alarm sound,Machine sounds,Vehicle engine,C
103192.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Waves,Human Speech,Vehicle Horn Honk,D
399932.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Camera Shutter,Vehicle braking,Wind,A
453248.mp3,Which sound event starts earliest in the given audio?,Footsteps,Chainsaw,Saxophone,Wind,B
216375.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Wind,Machine sounds,Violin Playing,C
120444.mp3,Which sound event starts earliest in the given audio?,Doorbell,Monkey sounds,Airplane engine,Human Speech,D
709612.mp3,Which sound event starts earliest in the given audio?,Waves,White noise,Snoring,Distant Sounds,A
146750.mp3,Which sound event starts earliest in the given audio?,Rattling,Waves,Wolf Howl,Distant Sounds,B
220442.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Card Reader,Violin Playing,Sleeping Sounds,C
458856.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Atmospheric Sounds,Airplane engine,Alarm sound,D
182389.mp3,Which sound event starts earliest in the given audio?,Human Speech,Atmospheric Sounds,Pig Oink,Thud,A
176634.mp3,Which sound event starts earliest in the given audio?,Fan,Vehicle engine,Vehicle Horn Honk,Saxophone,B
479494.mp3,Which sound event starts earliest in the given audio?,Raining,Insect Buzzing,Airplane sound,Camera Shutter,C
650570.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Fan,Train sound,Human Speech,D
608734.mp3,Which sound event starts earliest in the given audio?,Whistle,Pig Oink,Truck driving by,Wind,A
397696.mp3,Which sound event starts earliest in the given audio?,Crying,Ship_Boat sound,Metallic Sounds,Atmospheric Sounds,B
463528.mp3,Which sound event starts earliest in the given audio?,Camera Shutter,Thud,Atmospheric Sounds,Footsteps,C
553269.mp3,Which sound event starts earliest in the given audio?,Sleeping Sounds,Monotone Sounds,Fire burning,Chainsaw,D
650425.mp3,Which sound event starts earliest in the given audio?,Laughter,Distant Sounds,Card Reader,Cat Meowing,A
691529.mp3,Which sound event starts earliest in the given audio?,ATM Machine,Vehicle Horn Honk,Traffic Noise,Sheep_Goat Bleat,B
723833.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Screaming,Car Honking,Raining,C
299272.mp3,Which sound event starts earliest in the given audio?,Fire burning,Insect Buzzing,Alarm sound,Atmospheric Sounds,D
180907.mp3,Which sound event starts earliest in the given audio?,Wind,Camera Shutter,Bell Ringing,Siren,A
350573.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Distant Sounds,Airplane sound,Cow Moo,B
667222.mp3,Which sound event starts earliest in the given audio?,Keyboard sounds,Bird Chirp,Traffic Noise,Fire Alarm,C
317429.mp3,Which sound event starts earliest in the given audio?,Monkey sounds,Human Speech,Washing Machine,Vehicle engine,D
667349.mp3,Which sound event starts earliest in the given audio?,Car driving by,Atmospheric Sounds,Metallic Sounds,Wood sounds,A
340051.mp3,Which sound event starts earliest in the given audio?,Shouting,Distant Sounds,Clock Ticking,Vacuum Cleaner,B
567400.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Elevator,Guitar Playing,Thud,C
456038.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Sheep_Goat Bleat,Water Dripping,Footsteps,D
613275.mp3,Which sound event starts earliest in the given audio?,Thunder,Atmospheric Sounds,Clock Ticking,Cat Meowing,A
126953.mp3,Which sound event starts earliest in the given audio?,Sneezing,Wolf Howl,Cowbell Ringing,Power Saw,B
652792.mp3,Which sound event starts earliest in the given audio?,Trumpet,Explosion,Bird Chirp,Truck driving by,C
140601.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Distant Sounds,Train sound,Machine sounds,D
358979.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Phone Ringing,Wood sounds,Piano Playing,A
9921.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Truck driving by,Atmospheric Sounds,Hiccup,B
705620.mp3,Which sound event starts earliest in the given audio?,Explosion,Drums,Jackhammer,Car driving by,C
195292.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Whistle,Hissing,Waves,D
523684.mp3,Which sound event starts earliest in the given audio?,Raining,Jackhammer,Crying,Wolf Howl,A
23169.mp3,Which sound event starts earliest in the given audio?,Shouting,Bell Ringing,Car Honking,Keyboard sounds,B
532852.mp3,Which sound event starts earliest in the given audio?,Camera Shutter,Breathing,Rooster Crow,Waves,C
54963.mp3,Which sound event starts earliest in the given audio?,Sniffing,Atmospheric Sounds,Elevator,Airplane sound,D
407082.mp3,Which sound event starts earliest in the given audio?,Traffic Noise,Announcement,Wood sounds,Vehicle Horn Honk,A
50357.mp3,Which sound event starts earliest in the given audio?,Siren,Dog Barking,Hissing,Human Speech,B
634702.mp3,Which sound event starts earliest in the given audio?,Phone Ringing,Fire burning,Traffic Noise,Dog Barking,C
14900.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Beeping,ATM Machine,Machine sounds,D
117126.mp3,Which sound event starts earliest in the given audio?,Alarm sound,Traffic Noise,Raining,White noise,A
157565.mp3,Which sound event starts earliest in the given audio?,Clock Ticking,Piano Playing,Distant Sounds,Helicopter sound,B
174091.mp3,Which sound event starts earliest in the given audio?,Laughter,Pig Oink,Train sound,Thunder,C
125673.mp3,Which sound event starts earliest in the given audio?,Car door sound,Singing,Phone Dialing,Hammer,D
324667.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Coughing,Alarm sound,Helicopter sound,A
128026.mp3,Which sound event starts earliest in the given audio?,Violin Playing,Wolf Howl,Waves,Announcement,B
536218.mp3,Which sound event starts earliest in the given audio?,Camera Shutter,Monotone Sounds,Vehicle engine,Hissing,C
675463.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Metallic Sounds,Sheep_Goat Bleat,Shouting,D
17111.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Crying,Door sounds,Elevator,A
160157.mp3,Which sound event starts earliest in the given audio?,Car driving by,Insect Buzzing,Thunder,Vehicle Horn Honk,B
422276.mp3,Which sound event starts earliest in the given audio?,Drums,Truck driving by,Stream_River,Vacuum Cleaner,C
397903.mp3,Which sound event starts earliest in the given audio?,Fire burning,Atmospheric Sounds,Phone Dialing,Machine sounds,D
159563.mp3,Which sound event starts earliest in the given audio?,Singing,Atmospheric Sounds,Laughter,Elevator,A
135839.mp3,Which sound event starts earliest in the given audio?,Clapping,Vehicle engine,Chainsaw,Elevator,B
730187.mp3,Which sound event starts earliest in the given audio?,Beeping,Thunder,Bird Chirp,Train sound,C
672739.mp3,Which sound event starts earliest in the given audio?,Bicycle,Wood sounds,Explosion,Power Drill,D
324140.mp3,Which sound event starts earliest in the given audio?,White noise,Electronic Game,Bird Chirp,Waves,A
737601.mp3,Which sound event starts earliest in the given audio?,Piano Playing,Stream_River,Bird Chirp,Phone Dialing,B
440599.mp3,Which sound event starts earliest in the given audio?,Rooster Crow,Bicycle,Trumpet,Humming,C
168586.mp3,Which sound event starts earliest in the given audio?,Metallic Sounds,Human Speech,Phone Ringing,Fire Alarm,D
18525.mp3,Which sound event starts earliest in the given audio?,White noise,Card Reader,Distant Sounds,Vehicle engine,A
258145.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Metallic Sounds,Footsteps,Fire burning,B
540461.mp3,Which sound event starts earliest in the given audio?,Printer,Wolf Howl,Crying,Raining,C
40780.mp3,Which sound event starts earliest in the given audio?,Traffic Noise,Beeping,Monotone Sounds,Bird Chirp,D
624547.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Traffic Noise,Atmospheric Sounds,Doorbell,A
145013.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Clock Ticking,Ticking,Clapping,B
545758.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Insect Buzzing,Elevator,Human Speech,C
400160.mp3,Which sound event starts earliest in the given audio?,Raining,Airplane sound,Keyboard sounds,Distant Sounds,D
379340.mp3,Which sound event starts earliest in the given audio?,Raining,Sheep_Goat Bleat,Traffic Noise,Footsteps,A
742886.mp3,Which sound event starts earliest in the given audio?,Hiccup,Bird Chirp,Cowbell Ringing,Train sound,B
146267.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Piano Playing,Shouting,Phone Ringing,C
253960.mp3,Which sound event starts earliest in the given audio?,Human Speech,Bird Chirp,Whirring,Violin Playing,D
130127.mp3,Which sound event starts earliest in the given audio?,Singing,Security Alarm,Car driving by,Fan,A
33378.mp3,Which sound event starts earliest in the given audio?,Jackhammer,Bird Chirp,Atmospheric Sounds,Helicopter sound,B
563893.mp3,Which sound event starts earliest in the given audio?,Dog Barking,Siren,Raining,ATM Machine,C
582367.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Guitar Playing,Rooster Crow,Traffic Noise,D
510053.mp3,Which sound event starts earliest in the given audio?,Stream_River,Helicopter sound,Explosion,ATM Machine,A
425830.mp3,Which sound event starts earliest in the given audio?,Raining,Hammer,Cowbell Ringing,Truck driving by,B
539154.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Distant Sounds,Stream_River,Bird Chirp,C
739652.mp3,Which sound event starts earliest in the given audio?,Cow Moo,Sniffing,Bus sound,Hammer,D
723713.mp3,Which sound event starts earliest in the given audio?,Traffic Noise,Beeping,Cow Moo,Fire burning,A
705508.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Metallic Sounds,Traffic Noise,Pig Oink,B
389748.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Microwave,Machine sounds,Vehicle Horn Honk,C
442655.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Waves,Beeping,Crying,D
239362.mp3,Which sound event starts earliest in the given audio?,Human Speech,Electronic Beep,Wolf Howl,Explosion,A
181624.mp3,Which sound event starts earliest in the given audio?,Phone Dialing,Jackhammer,Bell Ringing,Stream_River,B
667059.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Squeaking,Car Honking,Raining,C
190910.mp3,Which sound event starts earliest in the given audio?,Human Speech,Distant Sounds,Motorcycle driving by,Violin Playing,D
539752.mp3,Which sound event starts earliest in the given audio?,Shouting,Rooster Crow,Atmospheric Sounds,Siren,A
555249.mp3,Which sound event starts earliest in the given audio?,Thud,Car driving by,Bird Chirp,Monotone Sounds,B
155197.mp3,Which sound event starts earliest in the given audio?,Sneezing,ATM Machine,Siren,Vehicle engine,C
699802.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Clapping,Wind,Train sound,D
361538.mp3,Which sound event starts earliest in the given audio?,Clapping,Train sound,Hissing,Singing,A
185439.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Cat Meowing,Elevator,Stream_River,B
773531.mp3,Which sound event starts earliest in the given audio?,Doorbell,Waves,Announcement,Train sound,C
98833.mp3,Which sound event starts earliest in the given audio?,Monkey sounds,Atmospheric Sounds,Machine sounds,Announcement,D
141273.mp3,Which sound event starts earliest in the given audio?,Car Honking,Insect Buzzing,Vehicle Horn Honk,Thumping,A
113582.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Cheering,Violin Playing,Card Reader,B
654641.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Bird Chirp,Hammer,Screaming,C
722671.mp3,Which sound event starts earliest in the given audio?,Electronic Game,Cheering,Explosion,Waves,D
259607.mp3,Which sound event starts earliest in the given audio?,Crying,Chainsaw,Waves,Cat Meowing,A
372607.mp3,Which sound event starts earliest in the given audio?,Wind,Human Speech,Insect Buzzing,Washing Machine,B
584228.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Electronic Beep,Beeping,Thumping,C
668559.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Ringing,Siren,Car Honking,D
100495.mp3,Which sound event starts earliest in the given audio?,Raining,Atmospheric Sounds,Phone Dialing,Cowbell Ringing,A
63349.mp3,Which sound event starts earliest in the given audio?,Sewing Machine,Snoring,Wood sounds,Beeping,B
464539.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Horse Neigh,Vehicle engine,Fire burning,C
465880.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Card Reader,Beeping,Thunder,D
57193.mp3,Which sound event starts earliest in the given audio?,White noise,Vehicle engine,Bird Chirp,Vehicle Horn Honk,A
136288.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Bird Chirp,Metallic Sounds,Whistle,B
594495.mp3,Which sound event starts earliest in the given audio?,Sewing Machine,Human Speech,Wind,Electronic Game,C
362425.mp3,Which sound event starts earliest in the given audio?,Wind,Rooster Crow,Atmospheric Sounds,Laughter,D
74440.mp3,Which sound event starts earliest in the given audio?,Jackhammer,Helicopter sound,Insect Buzzing,Shouting,A
452415.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,Traffic Noise,Vehicle Horn Honk,Squeaking,B
391519.mp3,Which sound event starts earliest in the given audio?,Screaming,Bird Chirp,Waves,Beeping,C
569112.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Train sound,Waves,Drums,D
591200.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Ticking,Guitar Playing,Security Alarm,A
690387.mp3,Which sound event starts earliest in the given audio?,Phone Ringing,Atmospheric Sounds,Train sound,Door sounds,B
660694.mp3,Which sound event starts earliest in the given audio?,Announcement,Atmospheric Sounds,Metallic Sounds,Cow Moo,C
243986.mp3,Which sound event starts earliest in the given audio?,Beeping,Human Speech,Monkey sounds,Monotone Sounds,D
748549.mp3,Which sound event starts earliest in the given audio?,ATM Machine,Cheering,Siren,Wind,A
609551.mp3,Which sound event starts earliest in the given audio?,Clapping,Thud,Trumpet,Distant Sounds,B
623198.mp3,Which sound event starts earliest in the given audio?,Card Reader,Alarm sound,Clapping,Door sounds,C
146701.mp3,Which sound event starts earliest in the given audio?,Fire Alarm,Guitar Playing,Bird Chirp,Footsteps,D
365961.mp3,Which sound event starts earliest in the given audio?,Human Speech,Car driving by,Alarm sound,Guitar Playing,A
786037.mp3,Which sound event starts earliest in the given audio?,Security Alarm,Waves,Monkey sounds,Clapping,B
405089.mp3,Which sound event starts earliest in the given audio?,Insect Buzzing,Bell Ringing,Vehicle Horn Honk,Motorcycle driving by,C
512106.mp3,Which sound event starts earliest in the given audio?,Metallic Sounds,Horse Neigh,Cheering,Distant Sounds,D
127275.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Traffic Noise,Drums,Wood sounds,A
529668.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Bell Ringing,Car Honking,Vehicle Horn Honk,B
407331.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Announcement,Vehicle Horn Honk,Car Honking,C
625717.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Bird Chirp,Machine sounds,Footsteps,D
516027.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Fan,Announcement,Motorcycle driving by,A
178643.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Doorbell,Wolf Howl,Fire burning,B
161696.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Microwave,Raining,Vacuum Cleaner,C
460927.mp3,Which sound event starts earliest in the given audio?,Sneezing,Wood sounds,Distant Sounds,Jackhammer,D
237030.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Metallic Sounds,Atmospheric Sounds,Shouting,A
644684.mp3,Which sound event starts earliest in the given audio?,Vehicle braking,Bell Ringing,Water Dripping,Human Speech,B
478082.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Atmospheric Sounds,Bird Chirp,Announcement,C
779856.mp3,Which sound event starts earliest in the given audio?,Shouting,Vacuum Cleaner,Fire burning,Sheep_Goat Bleat,D
66264.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Siren,Pig Oink,Distant Sounds,A
518882.mp3,Which sound event starts earliest in the given audio?,Alarm sound,Elevator,Door sounds,Monotone Sounds,B
516879.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,Raining,White noise,Shouting,C
69598.mp3,Which sound event starts earliest in the given audio?,Whistle,Waves,Singing,Power Drill,D
58494.mp3,Which sound event starts earliest in the given audio?,Guitar Playing,Insect Buzzing,Human Speech,Distant Sounds,A
104107.mp3,Which sound event starts earliest in the given audio?,Button Press,Guitar Playing,Breathing,Vehicle braking,B
259610.mp3,Which sound event starts earliest in the given audio?,Fire burning,Alarm sound,Shouting,Power Saw,C
370154.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Dog Barking,Motorcycle driving by,Raining,D
187838.mp3,Which sound event starts earliest in the given audio?,Metallic Sounds,Train sound,Monotone Sounds,Waves,A
414539.mp3,Which sound event starts earliest in the given audio?,Sneezing,Sheep_Goat Bleat,Phone Dialing,Bus sound,B
240595.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Fan,Bell Ringing,Beeping,C
62402.mp3,Which sound event starts earliest in the given audio?,Human Speech,Alarm sound,Door sounds,Distant Sounds,D
424764.mp3,Which sound event starts earliest in the given audio?,Thunder,Vehicle braking,Announcement,Distant Sounds,A
427040.mp3,Which sound event starts earliest in the given audio?,Sniffing,Bird Chirp,Car door sound,Thud,B
735980.mp3,Which sound event starts earliest in the given audio?,Bicycle,Security Alarm,Vacuum Cleaner,Atmospheric Sounds,C
573174.mp3,Which sound event starts earliest in the given audio?,Waves,Vehicle engine,Fan,Ticking,D
26286.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Wood sounds,Monotone Sounds,Human Speech,A
584936.mp3,Which sound event starts earliest in the given audio?,Stream_River,Distant Sounds,Drums,Traffic Noise,B
735603.mp3,Which sound event starts earliest in the given audio?,Alarm sound,Singing,Power Drill,Fire burning,C
483075.mp3,Which sound event starts earliest in the given audio?,Phone Dialing,Human Speech,Fire burning,Trumpet,D
437625.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Drums,Bird Chirp,Wind,A
272170.mp3,Which sound event starts earliest in the given audio?,Doorbell,Thumping,Trumpet,Waves,B
379376.mp3,Which sound event starts earliest in the given audio?,Sleeping Sounds,Insect Buzzing,Vehicle engine,Fan,C
117077.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Sheep_Goat Bleat,Human Speech,White noise,D
410784.mp3,Which sound event starts earliest in the given audio?,Wind,Bicycle,Cranking,Trumpet,A
377152.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Traffic Noise,Clock Ticking,Bird Chirp,B
32238.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Security Alarm,Human Speech,Wood sounds,C
501812.mp3,Which sound event starts earliest in the given audio?,Fire burning,Thumping,Siren,Distant Sounds,D
541277.mp3,Which sound event starts earliest in the given audio?,Squeaking,Explosion,Distant Sounds,Cat Meowing,A
36744.mp3,Which sound event starts earliest in the given audio?,Laughter,Guitar Playing,Alarm sound,Vehicle engine,B
654675.mp3,Which sound event starts earliest in the given audio?,Train sound,Sheep_Goat Bleat,Grinding,Footsteps,C
634655.mp3,Which sound event starts earliest in the given audio?,Vehicle engine,Shouting,Pig Oink,Vehicle Horn Honk,D
553900.mp3,Which sound event starts earliest in the given audio?,Human Speech,Ringing,Alarm sound,Guitar Playing,A
479518.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Atmospheric Sounds,Helicopter sound,Alarm sound,B
451468.mp3,Which sound event starts earliest in the given audio?,Vehicle Horn Honk,Car Honking,Rattling,Atmospheric Sounds,C
236992.mp3,Which sound event starts earliest in the given audio?,Rustling,Helicopter sound,Bird Chirp,Siren,D
360342.mp3,Which sound event starts earliest in the given audio?,Raining,Motorcycle driving by,Fire Alarm,Screaming,A
573177.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Vehicle engine,Sewing Machine,Doorbell,B
670034.mp3,Which sound event starts earliest in the given audio?,Cranking,Phone Ringing,Insect Buzzing,Traffic Noise,C
22882.mp3,Which sound event starts earliest in the given audio?,Elevator,Laughter,Wolf Howl,Vehicle engine,D
438239.mp3,Which sound event starts earliest in the given audio?,Human Speech,Alarm sound,Ticking,Distant Sounds,A
394933.mp3,Which sound event starts earliest in the given audio?,Fan,Traffic Noise,Machine sounds,Monotone Sounds,B
37870.mp3,Which sound event starts earliest in the given audio?,Elevator,Whistle,Pig Oink,Atmospheric Sounds,C
546524.mp3,Which sound event starts earliest in the given audio?,Bicycle,Announcement,Cow Moo,Raining,D
451532.mp3,Which sound event starts earliest in the given audio?,Water Dripping,Distant Sounds,Pig Oink,Hiccup,A
438604.mp3,Which sound event starts earliest in the given audio?,Card Reader,Human Speech,Helicopter sound,Alarm sound,B
669622.mp3,Which sound event starts earliest in the given audio?,Drums,Siren,Vehicle engine,Card Reader,C
660265.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Train sound,Horse Neigh,Stream_River,D
761054.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Monotone Sounds,Screaming,Airplane sound,A
690620.mp3,Which sound event starts earliest in the given audio?,Siren,Distant Sounds,Singing,Cat Meowing,B
60617.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Waves,White noise,Cat Meowing,C
669484.mp3,Which sound event starts earliest in the given audio?,Elevator,Rattling,Atmospheric Sounds,Raining,D
539332.mp3,Which sound event starts earliest in the given audio?,Raining,Motorcycle driving by,Fire Alarm,Phone Dialing,A
625399.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Singing,Fire Alarm,Human Speech,B
660749.mp3,Which sound event starts earliest in the given audio?,Card Reader,Vehicle engine,Bird Chirp,Screaming,C
572365.mp3,Which sound event starts earliest in the given audio?,Fire burning,White noise,Clock Ticking,Siren,D
713165.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Shouting,Phone Ringing,Bicycle,A
513397.mp3,Which sound event starts earliest in the given audio?,Wind,Insect Buzzing,Button Press,Train sound,B
733415.mp3,Which sound event starts earliest in the given audio?,Cowbell Ringing,Cat Meowing,Raining,Siren,C
742792.mp3,Which sound event starts earliest in the given audio?,Microwave,Beeping,Singing,Raining,D
511362.mp3,Which sound event starts earliest in the given audio?,Snoring,Sheep_Goat Bleat,Distant Sounds,Clock Ticking,A
415161.mp3,Which sound event starts earliest in the given audio?,Trumpet,Human Speech,Monkey sounds,Motorcycle driving by,B
135776.mp3,Which sound event starts earliest in the given audio?,Truck driving by,Power Saw,Shouting,Elevator,C
484727.mp3,Which sound event starts earliest in the given audio?,Saxophone,Distant Sounds,Car Honking,Wind,D
40178.mp3,Which sound event starts earliest in the given audio?,Human Speech,Phone Dialing,Car Honking,Atmospheric Sounds,A
84699.mp3,Which sound event starts earliest in the given audio?,Bus sound,Power Drill,Security Alarm,Water Dripping,B
361099.mp3,Which sound event starts earliest in the given audio?,Footsteps,Distant Sounds,Vehicle braking,Fan,C
671058.mp3,Which sound event starts earliest in the given audio?,Thud,Humming,Security Alarm,Bird Chirp,D
126157.mp3,Which sound event starts earliest in the given audio?,Screaming,Car Honking,Horse Neigh,Atmospheric Sounds,A
159742.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Siren,Car Honking,Bell Ringing,B
477975.mp3,Which sound event starts earliest in the given audio?,Violin Playing,Power Drill,Coughing,Wind,C
431209.mp3,Which sound event starts earliest in the given audio?,Wood sounds,Alarm sound,Phone Dialing,Door sounds,D
727508.mp3,Which sound event starts earliest in the given audio?,Stream_River,Saxophone,Monkey sounds,Atmospheric Sounds,A
403714.mp3,Which sound event starts earliest in the given audio?,Sheep_Goat Bleat,Atmospheric Sounds,Stream_River,Power Saw,B
57323.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Bird Chirp,Car Honking,Siren,C
629846.mp3,Which sound event starts earliest in the given audio?,Whistle,Alarm sound,Squeaking,Vehicle engine,D
50592.mp3,Which sound event starts earliest in the given audio?,Machine sounds,Vehicle braking,Fan,Distant Sounds,A
273156.mp3,Which sound event starts earliest in the given audio?,Monotone Sounds,Cat Meowing,Hiccup,Bell Ringing,B
90649.mp3,Which sound event starts earliest in the given audio?,Bell Ringing,Vehicle braking,Rattling,Atmospheric Sounds,C
220219.mp3,Which sound event starts earliest in the given audio?,Cat Meowing,Human Speech,Bell Ringing,Vehicle engine,D
238934.mp3,Which sound event starts earliest in the given audio?,Raining,Guitar Playing,Bird Chirp,Fire Alarm,A
451400.mp3,Which sound event starts earliest in the given audio?,Human Speech,Vehicle engine,Button Press,Alarm sound,B
557464.mp3,Which sound event starts earliest in the given audio?,Drums,Crying,Vehicle engine,Metallic Sounds,C
419186.mp3,Which sound event starts earliest in the given audio?,Hammer,Laughter,Bus sound,Fire burning,D
405572.mp3,Which sound event starts earliest in the given audio?,Button Press,Bell Ringing,Car driving by,Distant Sounds,A
789504.mp3,Which sound event starts earliest in the given audio?,Thumping,Airplane engine,Snoring,Waves,B
267209.mp3,Which sound event starts earliest in the given audio?,Electronic Beep,Laughter,Guitar Playing,Atmospheric Sounds,C
655360.mp3,Which sound event starts earliest in the given audio?,Fire burning,Bird Chirp,Cowbell Ringing,Ringing,D
650424.mp3,Which sound event starts earliest in the given audio?,Human Speech,Security Alarm,Thunder,Electronic Game,A
637907.mp3,Which sound event starts earliest in the given audio?,Train sound,Vehicle Horn Honk,Wood sounds,Insect Buzzing,B
352972.mp3,Which sound event starts earliest in the given audio?,Card Reader,Hammer,Shouting,Explosion,C
169127.mp3,Which sound event starts earliest in the given audio?,Motorcycle driving by,Violin Playing,Wood sounds,Chainsaw,D
584277.mp3,Which sound event starts earliest in the given audio?,Raining,Metallic Sounds,ATM Machine,Airplane sound,A
479808.mp3,Which sound event starts earliest in the given audio?,Fire burning,Horse Neigh,Electronic Game,Shouting,B
115920.mp3,Which sound event starts earliest in the given audio?,Clock Ticking,White noise,Clapping,Cowbell Ringing,C
371172.mp3,Which sound event starts earliest in the given audio?,Washing Machine,Bird Chirp,Water Dripping,Ship_Boat sound,D
140579.mp3,Which sound event starts earliest in the given audio?,Atmospheric Sounds,Airplane sound,Raining,Horse Neigh,A
168719.mp3,Which sound event starts earliest in the given audio?,Human Speech,Dog Barking,Distant Sounds,Chainsaw,B
503457.mp3,Which sound event starts earliest in the given audio?,Distant Sounds,Alarm sound,Laughter,Horse Neigh,C
413326.mp3,Which sound event starts earliest in the given audio?,Pig Oink,Hissing,Drums,Waves,D
625628.mp3,Which sound event starts earliest in the given audio?,Bird Chirp,Keyboard sounds,Human Speech,Drums,A
